"Name,""SI"",""Handles"",""VM"",""WS"",""PM"",""NPM"",""Path"",""Company"",""CPU"",""FileVersion"",""ProductVersion"",""Description"",""Product"",""__NounName"",""BasePriority"",""ExitCode"",""HasExited"",""ExitTime"",""Handle"",""SafeHandle"",""HandleCount"",""Id"",""MachineName"",""MainWindowHandle"",""MainWindowTitle"",""MainModule"",""MaxWorkingSet"",""MinWorkingSet"",""Modules"",""NonpagedSystemMemorySize"",""NonpagedSystemMemorySize64"",""PagedMemorySize"",""PagedMemorySize64"",""PagedSystemMemorySize"",""PagedSystemMemorySize64"",""PeakPagedMemorySize"",""PeakPagedMemorySize64"",""PeakWorkingSet"",""PeakWorkingSet64"",""PeakVirtualMemorySize"",""PeakVirtualMemorySize64"",""PriorityBoostEnabled"",""PriorityClass"",""PrivateMemorySize"",""PrivateMemorySize64"",""PrivilegedProcessorTime"",""ProcessName"",""ProcessorAffinity"",""Responding"",""SessionId"",""StartInfo"",""StartTime"",""SynchronizingObject"",""Threads"",""TotalProcessorTime"",""UserProcessorTime"",""VirtualMemorySize"",""VirtualMemorySize64"",""EnableRaisingEvents"",""StandardInput"",""StandardOutput"",""StandardError"",""WorkingSet"",""WorkingSet64"",""Site"",""Container"""
"svchost,""0"",""509"",""2203440418816"",""14299136"",""6012928"",""23320"",,,,,,,,""Process"",""8"",,,,,,""509"",""4068"",""."",""0"","""",,,,,""23320"",""23320"",""6012928"",""6012928"",""165000"",""165000"",""7143424"",""7143424"",""19496960"",""19496960"",""129073152"",""2203447296000"",,,""6012928"",""6012928"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""122195968"",""2203440418816"",""False"",,,,""14299136"",""14299136"",,"
"svchost,""0"",""441"",""2203431747584"",""11960320"",""11063296"",""32720"",,,,,,,,""Process"",""8"",,,,,,""441"",""4312"",""."",""0"","""",,,,,""32720"",""32720"",""11063296"",""11063296"",""117856"",""117856"",""13762560"",""13762560"",""23408640"",""23408640"",""126955520"",""2203445178368"",,,""11063296"",""11063296"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""113524736"",""2203431747584"",""False"",,,,""11960320"",""11960320"",,"
"svchost,""1"",""737"",""2203624181760"",""27017216"",""8003584"",""31888"",""C:\Windows\System32\svchost.exe"",""Microsoft Corporation"",""3,828125"",""10.0.18362.418 (WinBuild.160101.0800)"",""10.0.18362.418"",""Proceso host para los servicios de Windows"",""Sistema operativo Microsoft? Windows?"",""Process"",""8"",,""False"",,""1884"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""737"",""4504"",""."",""0"","""",""System.Diagnostics.ProcessModule (svchost.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""31888"",""31888"",""8003584"",""8003584"",""255736"",""255736"",""9625600"",""9625600"",""31297536"",""31297536"",""310947840"",""2203629170688"",""True"",""Normal"",""8003584"",""8003584"",""00:00:01.8281250"",""svchost"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:43:51 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:03.8281250"",""00:00:02"",""305958912"",""2203624181760"",""False"",,,,""27017216"",""27017216"",,"
"svchost,""0"",""564"",""2203488706560"",""24535040"",""16191488"",""24616"",,,,,,,,""Process"",""8"",,,,,,""564"",""4536"",""."",""0"","""",,,,,""24616"",""24616"",""16191488"",""16191488"",""192144"",""192144"",""34009088"",""34009088"",""44134400"",""44134400"",""182902784"",""2203501125632"",,,""16191488"",""16191488"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""170483712"",""2203488706560"",""False"",,,,""24535040"",""24535040"",,"
"svchost,""0"",""393"",""2203619000320"",""27365376"",""23515136"",""22272"",,,,,,,,""Process"",""8"",,,,,,""393"",""4544"",""."",""0"","""",,,,,""22272"",""22272"",""23515136"",""23515136"",""145912"",""145912"",""123842560"",""123842560"",""117428224"",""117428224"",""403050496"",""2203721273344"",,,""23515136"",""23515136"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""300777472"",""2203619000320"",""False"",,,,""27365376"",""27365376"",,"
"svchost,""0"",""263"",""2203396075520"",""5984256"",""2740224"",""13456"",,,,,,,,""Process"",""8"",,,,,,""263"",""4552"",""."",""0"","""",,,,,""13456"",""13456"",""2740224"",""2740224"",""91144"",""91144"",""3158016"",""3158016"",""8404992"",""8404992"",""84668416"",""2203402891264"",,,""2740224"",""2740224"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""77852672"",""2203396075520"",""False"",,,,""5984256"",""5984256"",,"
"svchost,""0"",""322"",""2203491467264"",""12722176"",""4567040"",""29616"",,,,,,,,""Process"",""8"",,,,,,""322"",""4560"",""."",""0"","""",,,,,""29616"",""29616"",""4567040"",""4567040"",""124872"",""124872"",""6352896"",""6352896"",""16605184"",""16605184"",""181043200"",""2203499266048"",,,""4567040"",""4567040"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""173244416"",""2203491467264"",""False"",,,,""12722176"",""12722176"",,"
"svchost,""0"",""566"",""2203434049536"",""12668928"",""5898240"",""23624"",,,,,,,,""Process"",""8"",,,,,,""566"",""4572"",""."",""0"","""",,,,,""23624"",""23624"",""5898240"",""5898240"",""166216"",""166216"",""6979584"",""6979584"",""17993728"",""17993728"",""134791168"",""2203453014016"",,,""5898240"",""5898240"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""115826688"",""2203434049536"",""False"",,,,""12668928"",""12668928"",,"
"svchost,""0"",""135"",""2203390631936"",""4808704"",""1622016"",""9280"",,,,,,,,""Process"",""8"",,,,,,""135"",""4596"",""."",""0"","""",,,,,""9280"",""9280"",""1622016"",""1622016"",""70928"",""70928"",""1949696"",""1949696"",""6955008"",""6955008"",""77131776"",""2203395354624"",,,""1622016"",""1622016"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""72409088"",""2203390631936"",""False"",,,,""4808704"",""4808704"",,"
"svchost,""0"",""185"",""2203402264576"",""6303744"",""2023424"",""10016"",,,,,,,,""Process"",""8"",,,,,,""185"",""4604"",""."",""0"","""",,,,,""10016"",""10016"",""2023424"",""2023424"",""90144"",""90144"",""2355200"",""2355200"",""8515584"",""8515584"",""90333184"",""2203408556032"",,,""2023424"",""2023424"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""84041728"",""2203402264576"",""False"",,,,""6303744"",""6303744"",,"
"svchost,""0"",""247"",""2203402653696"",""7397376"",""4263936"",""11352"",,,,,,,,""Process"",""8"",,,,,,""247"",""4628"",""."",""0"","""",,,,,""11352"",""11352"",""4263936"",""4263936"",""90080"",""90080"",""4583424"",""4583424"",""9744384"",""9744384"",""95244288"",""2203413467136"",,,""4263936"",""4263936"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""84430848"",""2203402653696"",""False"",,,,""7397376"",""7397376"",,"
"svchost,""0"",""136"",""2203386892288"",""4558848"",""1335296"",""7240"",,,,,,,,""Process"",""8"",,,,,,""136"",""4668"",""."",""0"","""",,,,,""7240"",""7240"",""1335296"",""1335296"",""62504"",""62504"",""1507328"",""1507328"",""5967872"",""5967872"",""71512064"",""2203389734912"",,,""1335296"",""1335296"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""68669440"",""2203386892288"",""False"",,,,""4558848"",""4558848"",,"
"svchost,""0"",""409"",""2203450535936"",""18132992"",""5132288"",""20016"",,,,,,,,""Process"",""8"",,,,,,""409"",""4692"",""."",""0"","""",,,,,""20016"",""20016"",""5132288"",""5132288"",""199176"",""199176"",""5554176"",""5554176"",""22663168"",""22663168"",""140115968"",""2203458338816"",,,""5132288"",""5132288"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""132313088"",""2203450535936"",""False"",,,,""18132992"",""18132992"",,"
"svchost,""0"",""208"",""2203403571200"",""5877760"",""2191360"",""11848"",,,,,,,,""Process"",""8"",,,,,,""208"",""4808"",""."",""0"","""",,,,,""11848"",""11848"",""2191360"",""2191360"",""86992"",""86992"",""2457600"",""2457600"",""7540736"",""7540736"",""89018368"",""2203407241216"",,,""2191360"",""2191360"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""85348352"",""2203403571200"",""False"",,,,""5877760"",""5877760"",,"
"svchost,""0"",""109"",""2203386159104"",""4112384"",""1298432"",""7064"",,,,,,,,""Process"",""8"",,,,,,""109"",""5068"",""."",""0"","""",,,,,""7064"",""7064"",""1298432"",""1298432"",""59888"",""59888"",""1683456"",""1683456"",""5693440"",""5693440"",""72654848"",""2203390877696"",,,""1298432"",""1298432"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""67936256"",""2203386159104"",""False"",,,,""4112384"",""4112384"",,"
"svchost,""0"",""201"",""2203400003584"",""7168000"",""2306048"",""11560"",,,,,,,,""Process"",""8"",,,,,,""201"",""5424"",""."",""0"","""",,,,,""11560"",""11560"",""2306048"",""2306048"",""88208"",""88208"",""2637824"",""2637824"",""9175040"",""9175040"",""86966272"",""2203405189120"",,,""2306048"",""2306048"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""81780736"",""2203400003584"",""False"",,,,""7168000"",""7168000"",,"
"svchost,""0"",""407"",""2203421212672"",""9605120"",""3616768"",""26896"",,,,,,,,""Process"",""8"",,,,,,""407"",""5560"",""."",""0"","""",,,,,""26896"",""26896"",""3616768"",""3616768"",""130216"",""130216"",""4206592"",""4206592"",""13176832"",""13176832"",""109805568"",""2203428028416"",,,""3616768"",""3616768"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""102989824"",""2203421212672"",""False"",,,,""9605120"",""9605120"",,"
"svchost,""1"",""317"",""2203485958144"",""19972096"",""3923968"",""16312"",""C:\Windows\system32\svchost.exe"",""Microsoft Corporation"",""0,890625"",""10.0.18362.418 (WinBuild.160101.0800)"",""10.0.18362.418"",""Proceso host para los servicios de Windows"",""Sistema operativo Microsoft? Windows?"",""Process"",""8"",,""False"",,""3780"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""317"",""6016"",""."",""0"","""",""System.Diagnostics.ProcessModule (svchost.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""16312"",""16312"",""3923968"",""3923968"",""238072"",""238072"",""4268032"",""4268032"",""21606400"",""21606400"",""171413504"",""2203489636352"",""True"",""Normal"",""3923968"",""3923968"",""00:00:00.5312500"",""svchost"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:43:51 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:00.8906250"",""00:00:00.3593750"",""167735296"",""2203485958144"",""False"",,,,""19972096"",""19972096"",,"
"svchost,""1"",""134"",""2203411869696"",""6156288"",""1732608"",""8632"",""C:\Windows\system32\svchost.exe"",""Microsoft Corporation"",""0,078125"",""10.0.18362.418 (WinBuild.160101.0800)"",""10.0.18362.418"",""Proceso host para los servicios de Windows"",""Sistema operativo Microsoft? Windows?"",""Process"",""8"",,""False"",,""3756"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""134"",""6384"",""."",""0"","""",""System.Diagnostics.ProcessModule (svchost.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""8632"",""8632"",""1732608"",""1732608"",""109896"",""109896"",""1884160"",""1884160"",""7450624"",""7450624"",""96800768"",""2203415023616"",""True"",""Normal"",""1732608"",""1732608"",""00:00:00.0781250"",""svchost"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 5:30:49 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:00.0781250"",""00:00:00"",""93646848"",""2203411869696"",""False"",,,,""6156288"",""6156288"",,"
"svchost,""0"",""232"",""2203406409728"",""8089600"",""2801664"",""13000"",,,,,,,,""Process"",""8"",,,,,,""232"",""6516"",""."",""0"","""",,,,,""13000"",""13000"",""2801664"",""2801664"",""94008"",""94008"",""3350528"",""3350528"",""10608640"",""10608640"",""94855168"",""2203413078016"",,,""2801664"",""2801664"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""88186880"",""2203406409728"",""False"",,,,""8089600"",""8089600"",,"
"svchost,""0"",""215"",""2203413045248"",""9965568"",""2981888"",""12576"",,,,,,,,""Process"",""8"",,,,,,""215"",""6824"",""."",""0"","""",,,,,""12576"",""12576"",""2981888"",""2981888"",""113696"",""113696"",""3227648"",""3227648"",""11563008"",""11563008"",""106696704"",""2203424919552"",,,""2981888"",""2981888"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""94822400"",""2203413045248"",""False"",,,,""9965568"",""9965568"",,"
"svchost,""0"",""217"",""2203403354112"",""8384512"",""2068480"",""10648"",,,,,,,,""Process"",""8"",,,,,,""217"",""6920"",""."",""0"","""",,,,,""10648"",""10648"",""2068480"",""2068480"",""96416"",""96416"",""2306048"",""2306048"",""9867264"",""9867264"",""91275264"",""2203409498112"",,,""2068480"",""2068480"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""85131264"",""2203403354112"",""False"",,,,""8384512"",""8384512"",,"
"svchost,""1"",""498"",""2203485323264"",""29630464"",""11296768"",""19944"",""C:\Windows\system32\svchost.exe"",""Microsoft Corporation"",""10,3125"",""10.0.18362.418 (WinBuild.160101.0800)"",""10.0.18362.418"",""Proceso host para los servicios de Windows"",""Sistema operativo Microsoft? Windows?"",""Process"",""8"",,""False"",,""3212"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""498"",""7092"",""."",""0"","""",""System.Diagnostics.ProcessModule (svchost.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""19944"",""19944"",""11296768"",""11296768"",""245840"",""245840"",""12730368"",""12730368"",""33476608"",""33476608"",""175087616"",""2203493310464"",""True"",""Normal"",""11296768"",""11296768"",""00:00:03.8281250"",""svchost"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:43:45 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:10.3125000"",""00:00:06.4843750"",""167100416"",""2203485323264"",""False"",,,,""29630464"",""29630464"",,"
"svchost,""0"",""282"",""2203430989824"",""14737408"",""3964928"",""14328"",,,,,,,,""Process"",""8"",,,,,,""282"",""7200"",""."",""0"","""",,,,,""14328"",""14328"",""3964928"",""3964928"",""143448"",""143448"",""5201920"",""5201920"",""22786048"",""22786048"",""135884800"",""2203454107648"",,,""3964928"",""3964928"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""112766976"",""2203430989824"",""False"",,,,""14737408"",""14737408"",,"
"svchost,""0"",""167"",""2203394011136"",""5992448"",""1806336"",""8968"",,,,,,,,""Process"",""8"",,,,,,""167"",""7480"",""."",""0"","""",,,,,""8968"",""8968"",""1806336"",""1806336"",""75608"",""75608"",""2052096"",""2052096"",""7991296"",""7991296"",""79757312"",""2203397980160"",,,""1806336"",""1806336"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""75788288"",""2203394011136"",""False"",,,,""5992448"",""5992448"",,"
"svchost,""0"",""432"",""2203443122176"",""16318464"",""5660672"",""25288"",,,,,,,,""Process"",""8"",,,,,,""432"",""7924"",""."",""0"","""",,,,,""25288"",""25288"",""5660672"",""5660672"",""177016"",""177016"",""6189056"",""6189056"",""20627456"",""20627456"",""133812224"",""2203452035072"",,,""5660672"",""5660672"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""124899328"",""2203443122176"",""False"",,,,""16318464"",""16318464"",,"
"svchost,""0"",""199"",""2203412209664"",""8773632"",""2830336"",""12656"",,,,,,,,""Process"",""8"",,,,,,""199"",""8164"",""."",""0"","""",,,,,""12656"",""12656"",""2830336"",""2830336"",""113368"",""113368"",""4902912"",""4902912"",""15671296"",""15671296"",""131534848"",""2203449757696"",,,""2830336"",""2830336"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""93986816"",""2203412209664"",""False"",,,,""8773632"",""8773632"",,"
"svchost,""0"",""298"",""2203444727808"",""13103104"",""14381056"",""16888"",,,,,,,,""Process"",""8"",,,,,,""298"",""10568"",""."",""0"","""",,,,,""16888"",""16888"",""14381056"",""14381056"",""159456"",""159456"",""16252928"",""16252928"",""35917824"",""35917824"",""155021312"",""2203473244160"",,,""14381056"",""14381056"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""126504960"",""2203444727808"",""False"",,,,""13103104"",""13103104"",,"
"svchost,""0"",""292"",""2203431034880"",""16744448"",""4378624"",""16632"",,,,,,,,""Process"",""8"",,,,,,""292"",""10700"",""."",""0"","""",,,,,""16632"",""16632"",""4378624"",""4378624"",""148864"",""148864"",""4767744"",""4767744"",""21602304"",""21602304"",""118558720"",""2203436781568"",,,""4378624"",""4378624"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""112812032"",""2203431034880"",""False"",,,,""16744448"",""16744448"",,"
"svchost,""0"",""383"",""2203421040640"",""13549568"",""4997120"",""18016"",,,,,,,,""Process"",""8"",,,,,,""383"",""12240"",""."",""0"","""",,,,,""18016"",""18016"",""4997120"",""4997120"",""126432"",""126432"",""5865472"",""5865472"",""15781888"",""15781888"",""111226880"",""2203429449728"",,,""4997120"",""4997120"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""102817792"",""2203421040640"",""False"",,,,""13549568"",""13549568"",,"
"svchost,""0"",""369"",""2203429056512"",""14360576"",""3821568"",""16496"",,,,,,,,""Process"",""8"",,,,,,""369"",""12316"",""."",""0"","""",,,,,""16496"",""16496"",""3821568"",""3821568"",""152320"",""152320"",""4104192"",""4104192"",""16683008"",""16683008"",""114958336"",""2203433181184"",,,""3821568"",""3821568"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""110833664"",""2203429056512"",""False"",,,,""14360576"",""14360576"",,"
"svchost,""0"",""185"",""2203548684288"",""8265728"",""6533120"",""15568"",,,,,,,,""Process"",""8"",,,,,,""185"",""13288"",""."",""0"","""",,,,,""15568"",""15568"",""6533120"",""6533120"",""97800"",""97800"",""6688768"",""6688768"",""10657792"",""10657792"",""233607168"",""2203551830016"",,,""6533120"",""6533120"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""230461440"",""2203548684288"",""False"",,,,""8265728"",""8265728"",,"
"svchost,""0"",""179"",""2203405545472"",""10584064"",""4169728"",""11280"",,,,,,,,""Process"",""8"",,,,,,""179"",""14468"",""."",""0"","""",,,,,""11280"",""11280"",""4169728"",""4169728"",""88864"",""88864"",""4329472"",""4329472"",""12193792"",""12193792"",""90087424"",""2203408310272"",,,""4169728"",""4169728"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""87322624"",""2203405545472"",""False"",,,,""10584064"",""10584064"",,"
"svchost,""0"",""218"",""2203414384640"",""11612160"",""2973696"",""12400"",,,,,,,,""Process"",""8"",,""True"",,,,""218"",""16804"",""."",""0"","""",,,,,""12400"",""12400"",""2973696"",""2973696"",""112664"",""112664"",""3268608"",""3268608"",""11902976"",""11902976"",""100376576"",""2203418599424"",,,""2973696"",""2973696"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""96161792"",""2203414384640"",""False"",,,,""11612160"",""11612160"",,"
"svchost,""0"",""112"",""2203387670528"",""5001216"",""1449984"",""7800"",,,,,,,,""Process"",""8"",,,,,,""112"",""16872"",""."",""0"","""",,,,,""7800"",""7800"",""1449984"",""1449984"",""61432"",""61432"",""1622016"",""1622016"",""5816320"",""5816320"",""70496256"",""2203388719104"",,,""1449984"",""1449984"",,""svchost"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""69447680"",""2203387670528"",""False"",,,,""5001216"",""5001216"",,"
"SynTPEnh,""1"",""527"",""4452110336"",""15429632"",""7303168"",""16008"",""C:\Program Files\Synaptics\SynTP\SynTPEnh.exe"",""Synaptics Incorporated"",""261,5"",""19.2.17.70 27Jun18"",""19.2.17.70 27Jun18"",""Synaptics TouchPad 64-bit Enhancements"",""Synaptics Pointing Device Driver"",""Process"",""10"",,""False"",,""2208"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""527"",""5012"",""."",""131222"","""",""System.Diagnostics.ProcessModule (SynTPEnh.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""16008"",""16008"",""7303168"",""7303168"",""277200"",""277200"",""7831552"",""7831552"",""22175744"",""22175744"",""162385920"",""4457353216"",""True"",""AboveNormal"",""7303168"",""7303168"",""00:01:05.0781250"",""SynTPEnh"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:43:39 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:04:21.5000000"",""00:03:16.4218750"",""157143040"",""4452110336"",""False"",,,,""15429632"",""15429632"",,"
"SynTPEnhService,""0"",""218"",""4362530816"",""3866624"",""1343488"",""7120"",,,,,,,,""Process"",""8"",,,,,,""218"",""4852"",""."",""0"","""",,,,,""7120"",""7120"",""1343488"",""1343488"",""91760"",""91760"",""1511424"",""1511424"",""5435392"",""5435392"",""73854976"",""4368822272"",,,""1343488"",""1343488"",,""SynTPEnhService"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""67563520"",""4362530816"",""False"",,,,""3866624"",""3866624"",,"
"SynTPHelper,""1"",""72"",""4381102080"",""3428352"",""1081344"",""6520"",,,""0,921875"",,,,,""Process"",""10"",,,,,,""72"",""1380"",""."",""0"","""",,,,,""6520"",""6520"",""1081344"",""1081344"",""100816"",""100816"",""1191936"",""1191936"",""4849664"",""4849664"",""90628096"",""4385595392"",,,""1081344"",""1081344"",""00:00:00.7968750"",""SynTPHelper"",,""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:43:45 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:00.9218750"",""00:00:00.1250000"",""86134784"",""4381102080"",""False"",,,,""3428352"",""3428352"",,"
"System,""0"",""5150"",""7380992"",""1949696"",""208896"",""272"",,,,,,,,""Process"",""8"",,,,,,""5150"",""4"",""."",""0"","""",,,,,""272"",""272"",""208896"",""208896"",""0"",""0"",""282624"",""282624"",""28798976"",""28798976"",""46432256"",""46432256"",,,""208896"",""208896"",,""System"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""7380992"",""7380992"",""False"",,,,""1949696"",""1949696"",,"
"taskhostw,""1"",""380"",""2203528540160"",""19664896"",""10350592"",""44184"",""C:\Windows\system32\taskhostw.exe"",""Microsoft Corporation"",""2,28125"",""10.0.18362.418 (WinBuild.160101.0800)"",""10.0.18362.418"",""Proceso de host para tareas de Windows"",""Sistema operativo Microsoft? Windows?"",""Process"",""8"",,""False"",,""3792"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""380"",""7356"",""."",""0"","""",""System.Diagnostics.ProcessModule (taskhostw.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""44184"",""44184"",""10350592"",""10350592"",""198432"",""198432"",""11952128"",""11952128"",""20623360"",""20623360"",""210354176"",""2203528577024"",""True"",""Normal"",""10350592"",""10350592"",""00:00:01.1875000"",""taskhostw"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:43:46 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:02.2812500"",""00:00:01.0937500"",""210317312"",""2203528540160"",""False"",,,,""19664896"",""19664896"",,"
"taskhostw,""1"",""311"",""2203459989504"",""15446016"",""5529600"",""18264"",,,""0,1875"",,,,,""Process"",""8"",,,,,,""311"",""13732"",""."",""0"","""",,,,,""18264"",""18264"",""5529600"",""5529600"",""215680"",""215680"",""6230016"",""6230016"",""19763200"",""19763200"",""145416192"",""2203463639040"",,,""5529600"",""5529600"",""00:00:00.1718750"",""taskhostw"",,""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""9/11/2019 7:58:40 a. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:00.1875000"",""00:00:00.0156250"",""141766656"",""2203459989504"",""False"",,,,""15446016"",""15446016"",,"
"uihost,""1"",""207"",""4429930496"",""6672384"",""3805184"",""12696"",""C:\Program Files\McAfee\WebAdvisor\UIHost.exe"",""McAfee, Inc."",""4,65625"",""4,1,0,102"",""4,1,0,0"",""McAfee WebAdvisor"",""McAfee WebAdvisor"",""Process"",""8"",,""False"",,""4040"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""207"",""5024"",""."",""0"","""",""System.Diagnostics.ProcessModule (UIHost.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""12696"",""12696"",""3805184"",""3805184"",""176088"",""176088"",""4493312"",""4493312"",""15605760"",""15605760"",""142303232"",""4437270528"",""True"",""Normal"",""3805184"",""3805184"",""00:00:02.9843750"",""uihost"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:43:42 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:04.6562500"",""00:00:01.6718750"",""134963200"",""4429930496"",""False"",,,,""6672384"",""6672384"",,"
"unsecapp,""0"",""240"",""2203419361280"",""9687040"",""3674112"",""11824"",,,,,,,,""Process"",""8"",,,,,,""240"",""3780"",""."",""0"","""",,,,,""11824"",""11824"",""3674112"",""3674112"",""120600"",""120600"",""3702784"",""3702784"",""12447744"",""12447744"",""107429888"",""2203425652736"",,,""3674112"",""3674112"",,""unsecapp"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""101138432"",""2203419361280"",""False"",,,,""9687040"",""9687040"",,"
